address;postcode;state;country;property_valuation
03 Clarendon Way;2099;NSW;Australia;10
0 Gateway Road;3149;VIC;Australia;12
631 Fuller Parkway;3023;VIC;Australia;7
43898 Prentice Court;3025;VIC;Australia;9
2 Melody Alley;3172;VIC;Australia;8
01 Dunning Drive;2064;NSW;Australia;9
86686 Novick Center;3147;VIC;Australia;11
51 Leroy Place;2065;NSW;Australia;10
5390 Park Meadow Park;2222;NSW;Australia;10
4 Judy Park;2016;NSW;Australia;10
9 American Ash Plaza;2015;NSW;Australia;9
3 Riverside Drive;4034;QLD;Australia;8
25925 Service Crossing;2147;NSW;Australia;9
080 Pond Alley;2065;NSW;Australia;9
1816 Monument Park;3074;VIC;Australia;7
1 Nova Avenue;2200;NSW;Australia;9
98 Mesta Street;2038;NSW;Australia;11
7256 Forster Crossing;2533;NSW;Australia;8
249 Burning Wood Point;2758;NSW;Australia;8
12651 Lake View Point;4209;QLD;Australia;7
9501 Melby Avenue;4178;QLD;Australia;7
69810 Westridge Avenue;2573;NSW;Australia;6
422 Crownhardt Court;4179;QLD;Australia;7
4 Londonderry Junction;4159;QLD;Australia;7
7346 Luster Circle;4131;QLD;Australia;5
43 Commercial Road;4128;QLD;Australia;7
44083 Village Court;2142;NSW;Australia;7
57 Tennessee Alley;4034;QLD;Australia;5
57 Debra Terrace;2259;NSW;Australia;6
846 Carberry Street;4218;QLD;Australia;11
4 Center Park;3807;VIC;Australia;6
1 Coolidge Plaza;2150;NSW;Australia;7
544 Northland Place;2190;NSW;Australia;10
91 Norway Maple Hill;2065;NSW;Australia;11
5 Myrtle Trail;2285;NSW;Australia;5
645 Thackeray Street;4879;QLD;Australia;6
1439 Utah Court;2176;NSW;Australia;9
9 Hollow Ridge Circle;2500;NSW;Australia;8
4177 Bluejay Street;2560;NSW;Australia;8
75351 Ridgeview Lane;3181;VIC;Australia;11
4006 Algoma Crossing;2041;NSW;Australia;12
881 Debs Center;4051;QLD;Australia;8
423 Debra Terrace;3082;VIC;Australia;8
1369 Wayridge Terrace;3802;VIC;Australia;7
6142 Grayhawk Lane;2298;NSW;Australia;8
5 Steensland Hill;2768;NSW;Australia;10
37983 Logan Street;2154;NSW;Australia;11
31168 Messerschmidt Street;3024;VIC;Australia;5
240 Lake View Road;4118;QLD;Australia;5
290 Jay Drive;4210;QLD;Australia;3
1369 Morrow Plaza;3046;VIC;Australia;8
61976 Emmet Junction;2178;NSW;Australia;10
7585 Rutledge Trail;3161;VIC;Australia;9
9 Northwestern Pass;4879;QLD;Australia;6
16 Dwight Court;2154;NSW;Australia;10
4 Becker Center;2145;NSW;Australia;10
96 Hintze Point;2147;NSW;Australia;8
34222 Vera Circle;3240;VIC;Australia;7
338 Little Fleur Avenue;2170;NSW;Australia;9
57769 Gulseth Lane;2040;NSW;Australia;10
309 Shopko Center;4211;QLD;Australia;10
37 Roth Place;2144;NSW;Australia;10
618 Kropf Drive;2261;NSW;Australia;9
1966 Glendale Avenue;4207;QLD;Australia;4
401 Pond Circle;4019;QLD;Australia;7
582 Kropf Avenue;2032;NSW;Australia;11
2 Columbus Park;3075;VIC;Australia;7
99739 Coolidge Crossing;2760;NSW;Australia;7
75 Westerfield Park;4570;QLD;Australia;1
62842 Pearson Point;2508;NSW;Australia;9
78426 Fulton Plaza;4223;QLD;Australia;9
336 Service Pass;2073;NSW;Australia;11
4 Northridge Center;2076;NSW;Australia;11
8 Superior Court;3174;VIC;Australia;5
8147 Dapin Hill;2280;NSW;Australia;8
047 Kedzie Park;2206;NSW;Australia;11
9346 Sunfield Plaza;2671;NSW;Australia;1
11 Dunning Pass;2219;NSW;Australia;10
67 Crowley Drive;3216;VIC;Australia;4
76 Schiller Pass;4455;QLD;Australia;3
71761 Almo Street;4178;QLD;Australia;7
4898 Buell Terrace;3043;VIC;Australia;7
6 Morningstar Way;2165;NSW;Australia;7
15 Shelley Hill;2164;NSW;Australia;8
1556 Sheridan Hill;4165;QLD;Australia;5
6568 Northridge Pass;3029;VIC;Australia;6
4694 Carioca Court;4060;QLD;Australia;10
6 Ryan Drive;2165;NSW;Australia;10
975 Annamark Hill;4034;QLD;Australia;6
40 Ilene Drive;3690;VIC;Australia;1
60 Sycamore Lane;2148;NSW;Australia;9
8439 Katie Crossing;3028;VIC;Australia;8
22 Hayes Center;3156;VIC;Australia;10
3126 Butterfield Pass;2573;NSW;Australia;8
0 Moulton Plaza;2761;NSW;Australia;8
188 Carberry Point;4650;QLD;Australia;1
083 Farragut Avenue;2540;NSW;Australia;7
62052 Loomis Avenue;4014;QLD;Australia;8
49 Talmadge Trail;2036;NSW;Australia;11
6247 Crest Line Terrace;2250;NSW;Australia;8
77 Armistice Alley;2208;NSW;Australia;10
572 Meadow Ridge Drive;3160;VIC;Australia;7
7 Mcguire Terrace;3754;VIC;Australia;6
70 Erie Street;4814;QLD;Australia;2
3 Talisman Place;4017;QLD;Australia;5
567 Scott Park;4118;QLD;Australia;5
9248 Sugar Terrace;2530;NSW;Australia;9
13 Tennyson Point;4370;QLD;Australia;6
88540 Scoville Plaza;3195;VIC;Australia;9
22779 Graedel Road;4655;QLD;Australia;2
51800 Meadow Vale Point;3023;VIC;Australia;7
1 Trailsway Lane;2145;NSW;Australia;9
65662 Haas Trail;2560;NSW;Australia;7
0 Union Plaza;2444;NSW;Australia;7
1 Forster Junction;2880;NSW;Australia;1
24877 3rd Circle;2063;NSW;Australia;12
34797 Londonderry Trail;3806;VIC;Australia;7
24649 Kennedy Street;2114;NSW;Australia;8
9 Spaight Place;2102;NSW;Australia;9
711 Hayes Court;2120;NSW;Australia;10
30624 John Wall Point;3101;VIC;Australia;7
46 Victoria Center;2770;NSW;Australia;9
99 Blackbird Court;2203;NSW;Australia;11
00 Rutledge Alley;2166;NSW;Australia;9
719 Vahlen Way;2560;NSW;Australia;8
02 Declaration Lane;4551;QLD;Australia;7
9366 Judy Alley;4171;QLD;Australia;9
07623 Mandrake Trail;2093;NSW;Australia;11
050 Buell Lane;4055;QLD;Australia;7
556 Gale Road;4165;QLD;Australia;6
24 Helena Alley;2566;NSW;Australia;9
77410 Bluejay Street;3046;VIC;Australia;9
62 Doe Crossing Junction;2760;NSW;Australia;7
7 Lake View Street;4060;QLD;Australia;9
30 Redwing Pass;2112;NSW;Australia;11
99488 Mccormick Terrace;2207;NSW;Australia;11
60 Banding Terrace;2880;NSW;Australia;1
6220 Sugar Court;2300;NSW;Australia;8
53 Anthes Point;4341;QLD;Australia;2
0 Mosinee Lane;3250;VIC;Australia;4
9 Caliangt Park;2087;NSW;Australia;11
0192 Ridgeview Terrace;4655;QLD;Australia;6
6534 New Castle Plaza;2033;NSW;Australia;12
6 Hoard Plaza;3111;VIC;Australia;10
440 Shasta Crossing;2118;NSW;Australia;10
1127 Artisan Parkway;4070;QLD;Australia;5
23478 Ramsey Pass;2760;NSW;Australia;6
5 Warbler Avenue;3071;VIC;Australia;10
685 International Lane;4825;QLD;Australia;2
6188 Anniversary Circle;4551;QLD;Australia;6
3 American Ash Parkway;3342;VIC;Australia;7
9 Trailsway Court;2262;NSW;Australia;9
9 Oak Park;4205;QLD;Australia;4
82 Lukken Lane;2190;NSW;Australia;10
88551 Hollow Ridge Pass;3500;VIC;Australia;2
283 Claremont Hill;2138;NSW;Australia;9
633 Menomonie Junction;3523;VIC;Australia;2
3 Myrtle Terrace;4161;QLD;Australia;7
3 Park Meadow Drive;3023;VIC;Australia;7
2757 Green Ridge Circle;2567;NSW;Australia;8
46 Dawn Way;2340;NSW;Australia;5
53723 Dunning Street;2153;NSW;Australia;11
671 Mallory Pass;2177;NSW;Australia;8
025 Knutson Terrace;2350;NSW;Australia;3
778 Cambridge Street;4209;QLD;Australia;4
601 Dryden Way;2264;NSW;Australia;7
3144 Ruskin Trail;2046;NSW;Australia;11
94554 Derek Trail;2009;NSW;Australia;10
0166 Stephen Drive;2785;NSW;Australia;7
49 Sheridan Circle;2560;NSW;Australia;7
6865 Duke Trail;2234;NSW;Australia;10
2 Larry Trail;2207;NSW;Australia;8
1 Straubel Alley;2117;NSW;Australia;10
440 Ronald Regan Pass;2261;NSW;Australia;7
709 Rieder Terrace;3995;VIC;Australia;2
688 Kropf Circle;3351;VIC;Australia;5
5463 Arapahoe Point;4503;QLD;Australia;4
12 Fairfield Parkway;3029;VIC;Australia;7
01 Burning Wood Terrace;2323;NSW;Australia;9
92427 Norway Maple Street;3000;VIC;Australia;6
35 Shelley Court;3156;VIC;Australia;8
25 Coleman Circle;2214;NSW;Australia;9
463 Atwood Court;4160;QLD;Australia;7
8561 Alpine Center;2380;NSW;Australia;3
48 Lighthouse Bay Point;2430;NSW;Australia;7
0 Dunning Plaza;2462;NSW;Australia;2
255 Bonner Lane;3076;VIC;Australia;8
02485 Bellgrove Road;3015;VIC;Australia;9
3934 Karstens Circle;2650;NSW;Australia;2
583 Eagle Crest Road;2000;NSW;Australia;8
67 Lerdahl Parkway;4670;QLD;Australia;1
0 Truax Trail;3677;VIC;Australia;5
65 Waxwing Drive;2121;NSW;Australia;11
1 Mendota Drive;2107;NSW;Australia;11
4821 Schlimgen Avenue;2007;NSW;Australia;11
54 Miller Parkway;3041;VIC;Australia;8
4 Barby Avenue;2705;NSW;Australia;5
084 Brickson Park Park;3177;VIC;Australia;5
147 Golden Leaf Pass;2061;NSW;Australia;10
457 Merry Pass;4812;QLD;Australia;3
94 Marquette Way;2010;NSW;Australia;11
711 Summerview Junction;2075;NSW;Australia;10
22 Debs Point;2233;NSW;Australia;9
15952 Mockingbird Court;2470;NSW;Australia;3
18 Towne Way;2171;NSW;Australia;9
55501 Sugar Street;2548;NSW;Australia;7
80 Cambridge Plaza;2159;NSW;Australia;11
71725 Goodland Lane;4509;QLD;Australia;7
7282 Prairie Rose Trail;3184;VIC;Australia;9
63785 Anthes Circle;3260;VIC;Australia;1
6 Loomis Trail;2099;NSW;Australia;11
6551 Atwood Road;4216;QLD;Australia;7
258 Bunker Hill Hill;2138;NSW;Australia;8
592 Oak Valley Center;2534;NSW;Australia;9
83441 Donald Pass;4565;QLD;Australia;7
9106 Thompson Hill;2032;NSW;Australia;8
0671 Vera Drive;4812;QLD;Australia;5
50 Londonderry Park;2034;NSW;Australia;10
1817 Bluejay Avenue;4218;QLD;Australia;10
27 Grayhawk Alley;2102;NSW;Australia;11
5342 Hallows Lane;2021;NSW;Australia;12
303 Michigan Avenue;3977;VIC;Australia;5
6 Forest Avenue;2870;NSW;Australia;4
3 Pennsylvania Terrace;2197;NSW;Australia;9
755 Ramsey Terrace;4152;QLD;Australia;6
33782 Doe Crossing Terrace;2280;NSW;Australia;7
97 Waxwing Terrace;4217;QLD;Australia;10
2 Marquette Drive;2204;NSW;Australia;8
357 Elgar Alley;3910;VIC;Australia;9
37258 Stephen Place;4116;QLD;Australia;9
9 Cambridge Junction;2315;NSW;Australia;7
10 American Alley;2066;NSW;Australia;12
84 Stuart Lane;3146;VIC;Australia;11
6 Carioca Avenue;3185;VIC;Australia;9
75688 Maple Court;3618;VIC;Australia;1
906 Toban Lane;2093;NSW;Australia;10
76085 Eagan Crossing;3071;VIC;Australia;10
28634 Nova Circle;3127;VIC;Australia;12
34 Colorado Pass;2287;NSW;Australia;6
1031 Kennedy Way;4507;QLD;Australia;7
23426 Transport Center;2218;NSW;Australia;10
20 Del Mar Circle;2450;NSW;Australia;9
3024 Butternut Crossing;2087;NSW;Australia;11
93124 Monterey Plaza;3000;VIC;Australia;7
51313 Fulton Junction;2580;NSW;Australia;7
889 Sundown Trail;2162;NSW;Australia;9
55590 Ridgeview Court;2147;NSW;Australia;9
2271 Fordem Plaza;2780;NSW;Australia;8
25 Parkside Terrace;4570;QLD;Australia;3
61 Northfield Pass;2190;NSW;Australia;10
536 Crowley Crossing;2167;NSW;Australia;7
0 Erie Lane;4405;QLD;Australia;1
9837 Granby Alley;2445;NSW;Australia;7
8 Lake View Way;3977;VIC;Australia;7
1567 Schiller Street;3810;VIC;Australia;6
6 Warbler Road;2462;NSW;Australia;5
383 Little Fleur Circle;2753;NSW;Australia;7
804 Shelley Junction;2567;NSW;Australia;7
2 Beilfuss Plaza;2000;NSW;Australia;9
78019 Manley Center;2304;NSW;Australia;5
34 Warrior Trail;2759;NSW;Australia;8
688 Straubel Junction;2113;NSW;Australia;9
1945 Loomis Alley;2871;NSW;Australia;1
87 Elka Terrace;2034;NSW;Australia;12
13 Dexter Lane;3279;VIC;Australia;8
701 Talisman Crossing;2000;NSW;Australia;10
518 Colorado Trail;2100;NSW;Australia;10
3 Forest Dale Lane;2100;NSW;Australia;11
9 Huxley Hill;4503;QLD;Australia;6
55 Fordem Street;3147;VIC;Australia;10
52753 Logan Hill;2031;NSW;Australia;12
3 Old Gate Hill;4106;QLD;Australia;5
42 Manitowish Hill;4352;QLD;Australia;5
008 6th Center;3141;VIC;Australia;7
78 Shasta Place;2135;NSW;Australia;12
40 Veith Circle;4701;QLD;Australia;1
10 Kedzie Pass;2770;NSW;Australia;7
736 Tomscot Center;4503;QLD;Australia;5
9521 Old Shore Trail;2769;NSW;Australia;10
99 Homewood Place;4213;QLD;Australia;8
6876 Mandrake Avenue;2298;NSW;Australia;6
16 Hudson Alley;2234;NSW;Australia;10
7163 2nd Point;3931;VIC;Australia;8
30 Parkside Terrace;2210;NSW;Australia;10
19 Fairview Road;4012;QLD;Australia;3
444 Spaight Crossing;3070;VIC;Australia;10
447 Delaware Park;3911;VIC;Australia;5
96 Dayton Park;2190;NSW;Australia;9
882 Mitchell Place;4151;QLD;Australia;4
68128 Leroy Street;4213;QLD;Australia;8
17 South Crossing;2770;NSW;Australia;7
648 Rigney Pass;2460;NSW;Australia;2
1 Ronald Regan Hill;2756;NSW;Australia;8
359 Briar Crest Road;2155;NSW;Australia;10
4543 Service Terrace;2566;NSW;Australia;8
0 Knutson Crossing;2151;NSW;Australia;8
28156 School Park;3188;VIC;Australia;10
920 Manley Crossing;4226;QLD;Australia;8
38 Armistice Lane;3250;VIC;Australia;2
6988 Waxwing Hill;4700;QLD;Australia;3
84 Southridge Lane;2799;NSW;Australia;2
8 Eagle Crest Circle;2137;NSW;Australia;12
571 Golf Alley;2650;NSW;Australia;5
52408 Autumn Leaf Road;3030;VIC;Australia;7
4 Loomis Hill;2527;NSW;Australia;7
1411 Jenifer Center;4670;QLD;Australia;3
336 Fordem Trail;2088;NSW;Australia;12
59 Hoepker Lane;3191;VIC;Australia;11
2864 Corscot Parkway;2756;NSW;Australia;8
4658 Tennessee Street;3121;VIC;Australia;11
53485 Sycamore Junction;3192;VIC;Australia;8
446 Warrior Pass;4740;QLD;Australia;5
25567 Linden Court;4564;QLD;Australia;8
111 Hooker Avenue;4860;QLD;Australia;2
51 Dixon Court;2570;NSW;Australia;8
16639 Bunting Circle;3174;VIC;Australia;8
40923 Truax Drive;2208;NSW;Australia;10
22 Moulton Place;4878;QLD;Australia;4
52541 Lakewood Gardens Court;3922;VIC;Australia;2
39746 Eliot Center;2177;NSW;Australia;9
7 Springview Lane;2256;NSW;Australia;6
8658 Maple Wood Plaza;3020;VIC;Australia;7
03 Old Shore Terrace;4078;QLD;Australia;7
99565 Warrior Alley;4510;QLD;Australia;3
718 Fair Oaks Point;2068;NSW;Australia;12
0 Little Fleur Avenue;4031;QLD;Australia;8
541 Southridge Trail;2067;NSW;Australia;12
77196 West Crossing;2166;NSW;Australia;8
7 Fordem Point;3057;VIC;Australia;7
58 Shelley Crossing;2570;NSW;Australia;8
41 Westport Center;3280;VIC;Australia;4
8598 Nova Parkway;2758;NSW;Australia;9
4826 Crowley Park;2779;NSW;Australia;7
3 Vermont Alley;2261;NSW;Australia;5
7107 Manitowish Road;4815;QLD;Australia;2
9304 Birchwood Junction;2070;NSW;Australia;12
91655 Rowland Point;4123;QLD;Australia;8
76 Aberg Hill;3028;VIC;Australia;6
6418 Sachs Trail;2810;NSW;Australia;1
86445 Bonner Junction;4660;QLD;Australia;3
9235 Walton Park;2095;NSW;Australia;11
18652 Springs Plaza;2259;NSW;Australia;7
29895 Crest Line Point;2049;NSW;Australia;11
65 Sunbrook Road;2284;NSW;Australia;4
75 Loftsgordon Hill;3147;VIC;Australia;11
122 Chinook Center;2112;NSW;Australia;11
6994 Hanson Place;2580;NSW;Australia;5
00662 Ludington Court;3228;VIC;Australia;9
62 Linden Drive;4209;QLD;Australia;4
831 Daystar Circle;2038;NSW;Australia;12
1 Forest Junction;2620;NSW;Australia;10
8 Bobwhite Court;3127;VIC;Australia;10
8941 Harbort Point;2148;NSW;Australia;9
3 Independence Street;4073;QLD;Australia;6
8 Holmberg Street;2444;NSW;Australia;7
15776 Thackeray Alley;2261;NSW;Australia;7
05 Lerdahl Place;4215;QLD;Australia;6
512 Forest Run Center;3188;VIC;Australia;11
304 Moland Street;3810;VIC;Australia;5
63 International Drive;4165;QLD;Australia;7
04 Schmedeman Court;2196;NSW;Australia;10
5705 Spaight Place;3067;VIC;Australia;9
81254 Buhler Trail;4740;QLD;Australia;2
27 Fuller Trail;2233;NSW;Australia;8
313 Mifflin Center;4504;QLD;Australia;5
18 Logan Alley;2159;NSW;Australia;11
86 Hansons Parkway;2211;NSW;Australia;8
8476 Village Green Park;2774;NSW;Australia;9
45454 Spenser Center;3149;VIC;Australia;12
28820 Monica Circle;2226;NSW;Australia;7
259 Summerview Center;4740;QLD;Australia;2
82206 Dennis Place;4124;QLD;Australia;8
5837 Hayes Court;2113;NSW;Australia;11
33297 Hoepker Way;2843;NSW;Australia;1
198 Garrison Pass;2767;NSW;Australia;8
77 Golf Course Junction;3027;VIC;Australia;8
5 Lakewood Gardens Court;2118;NSW;Australia;9
4320 Toban Avenue;2260;NSW;Australia;11
129 Mallory Junction;2196;NSW;Australia;10
68730 Hermina Place;3130;VIC;Australia;10
25 Ronald Regan Point;4035;QLD;Australia;7
79 Eggendart Trail;3977;VIC;Australia;8
744 Hazelcrest Way;2155;NSW;Australia;9
91973 Boyd Street;2287;NSW;Australia;7
2241 Pearson Plaza;4503;QLD;Australia;6
244 Burrows Center;3088;VIC;Australia;9
2992 Scott Hill;3046;VIC;Australia;8
5565 Park Meadow Trail;2155;NSW;Australia;9
68111 Bartillon Court;3995;VIC;Australia;3
18 School Alley;4655;QLD;Australia;3
8 Anderson Lane;2214;NSW;Australia;9
2121 Dapin Center;3977;VIC;Australia;7
5772 Ridgeway Place;3066;VIC;Australia;10
1 Wayridge Park;4301;QLD;Australia;1
10369 Sunbrook Way;4051;QLD;Australia;8
95 Meadow Valley Plaza;2203;NSW;Australia;9
14 Pennsylvania Alley;2225;NSW;Australia;10
9 Cascade Junction;2016;NSW;Australia;12
077 Clemons Road;2203;NSW;Australia;11
3 Buena Vista Crossing;2444;NSW;Australia;6
83007 Bartillon Lane;2830;NSW;Australia;4
542 Hayes Plaza;2750;NSW;Australia;9
0 Debs Lane;3204;VIC;Australia;7
23 Clyde Gallagher Alley;3840;VIC;Australia;1
75642 Kinsman Terrace;4014;QLD;Australia;8
9 Swallow Way;4115;QLD;Australia;7
39 Badeau Court;2572;NSW;Australia;8
0 Summit Trail;2287;NSW;Australia;5
5108 Springview Circle;2128;NSW;Australia;7
4362 Morningstar Place;4869;QLD;Australia;2
99 Alpine Lane;3064;VIC;Australia;7
39 Lindbergh Drive;2170;NSW;Australia;8
13392 Emmet Parkway;2171;NSW;Australia;9
526 Schiller Road;4157;QLD;Australia;7
677 Golden Leaf Junction;4054;QLD;Australia;6
59901 Bartelt Terrace;4069;QLD;Australia;9
3 Cordelia Place;3018;VIC;Australia;9
282 Esker Crossing;3150;VIC;Australia;10
724 West Park;2112;NSW;Australia;11
942 Elmside Street;2763;NSW;Australia;8
11 Manufacturers Junction;2170;NSW;Australia;8
03 Ohio Lane;3081;VIC;Australia;9
19 Del Mar Avenue;3058;VIC;Australia;8
01209 Southridge Hill;2216;NSW;Australia;8
4903 Hoepker Terrace;3500;VIC;Australia;3
149 Browning Terrace;2343;NSW;Australia;2
48948 Little Fleur Alley;3134;VIC;Australia;7
4 Rieder Drive;3064;VIC;Australia;5
7 Sunbrook Terrace;2200;NSW;Australia;9
28905 Hallows Avenue;2320;NSW;Australia;5
9677 Hagan Lane;3212;VIC;Australia;3
07526 Union Lane;3377;VIC;Australia;1
53245 Mesta Street;3207;VIC;Australia;6
2 Elka Trail;2770;NSW;Australia;8
4672 Morningstar Circle;2760;NSW;Australia;7
3140 Hudson Road;3130;VIC;Australia;5
441 Superior Junction;2320;NSW;Australia;6
1 Elgar Street;2010;NSW;Australia;9
46 Independence Parkway;3065;VIC;Australia;12
453 Gina Avenue;3141;VIC;Australia;8
32 Banding Center;2141;NSW;Australia;9
5636 Glendale Point;2769;NSW;Australia;10
64 Village Green Pass;2048;NSW;Australia;9
46100 Jay Place;4075;QLD;Australia;6
69490 Orin Trail;3029;VIC;Australia;5
515 Warrior Pass;4226;QLD;Australia;9
6137 Scoville Center;2120;NSW;Australia;10
01 Vernon Court;4500;QLD;Australia;4
4 American Ash Circle;2211;NSW;Australia;10
68 Roth Crossing;2295;NSW;Australia;8
859 Harbort Alley;2099;NSW;Australia;11
99216 Oakridge Hill;3124;VIC;Australia;12
82010 Lakewood Center;2770;NSW;Australia;6
643 Clyde Gallagher Road;3107;VIC;Australia;10
6970 Almo Court;2049;NSW;Australia;9
9 Springview Terrace;3121;VIC;Australia;10
46631 School Road;2099;NSW;Australia;11
54 Green Point;3015;VIC;Australia;10
28014 Kings Park;2300;NSW;Australia;8
8612 Kennedy Alley;3149;VIC;Australia;10
82 Vermont Street;2021;NSW;Australia;12
92610 Sutherland Place;3140;VIC;Australia;8
2038 Esker Road;2650;NSW;Australia;4
33 Norway Maple Street;2760;NSW;Australia;7
72297 Sutherland Junction;2560;NSW;Australia;8
7827 Spohn Court;2093;NSW;Australia;9
77 Gulseth Lane;3181;VIC;Australia;8
50469 Shelley Avenue;4350;QLD;Australia;8
9695 Northland Pass;2450;NSW;Australia;7
3619 Elgar Terrace;3337;VIC;Australia;3
7 Buhler Drive;2142;NSW;Australia;7
4589 Lien Terrace;2068;NSW;Australia;12
37 Darwin Circle;2282;NSW;Australia;8
20 Carberry Circle;2165;NSW;Australia;7
082 Twin Pines Avenue;4270;QLD;Australia;7
1946 Golf Course Hill;3156;VIC;Australia;10
48418 Crescent Oaks Court;2770;NSW;Australia;9
9 Steensland Center;3103;VIC;Australia;12
5 Golf Course Street;2300;NSW;Australia;8
70 Shopko Drive;2487;NSW;Australia;9
11035 Toban Lane;2770;NSW;Australia;8
35 Eastwood Plaza;3163;VIC;Australia;9
52 Ruskin Pass;2089;NSW;Australia;10
3306 Bartelt Alley;2323;NSW;Australia;4
9179 Esker Park;2155;NSW;Australia;10
57 Village Green Center;2077;NSW;Australia;10
352 Roth Street;4300;QLD;Australia;6
0555 Tomscot Plaza;2044;NSW;Australia;10
3519 Schurz Alley;4034;QLD;Australia;7
221 Autumn Leaf Trail;2564;NSW;Australia;7
12689 Logan Terrace;4154;QLD;Australia;9
4623 Anniversary Terrace;2031;NSW;Australia;10
69 Dexter Parkway;2460;NSW;Australia;3
3 Vermont Junction;3757;VIC;Australia;6
6804 Red Cloud Parkway;2099;NSW;Australia;9
6 Haas Park;2750;NSW;Australia;7
72 Ludington Circle;2770;NSW;Australia;6
558 Grayhawk Circle;2086;NSW;Australia;10
04470 Mcguire Trail;2070;NSW;Australia;9
10434 Melby Pass;2200;NSW;Australia;7
60717 Farmco Center;2047;NSW;Australia;12
78814 Sundown Drive;4810;QLD;Australia;8
62293 Raven Parkway;2486;NSW;Australia;8
08 Monterey Avenue;3043;VIC;Australia;7
2241 Bonner Trail;4221;QLD;Australia;9
7 Bartillon Junction;2044;NSW;Australia;10
463 Bultman Crossing;4211;QLD;Australia;5
12574 Truax Alley;2316;NSW;Australia;6
77433 Sunfield Court;3179;VIC;Australia;9
8647 La Follette Court;2067;NSW;Australia;9
8750 Corben Trail;2089;NSW;Australia;11
8250 Johnson Point;4115;QLD;Australia;3
4 Vahlen Alley;2756;NSW;Australia;8
8369 Golf Court;2777;NSW;Australia;9
17 Sachs Street;2761;NSW;Australia;8
53683 Arapahoe Parkway;2121;NSW;Australia;11
177 Forest Run Crossing;2046;NSW;Australia;10
5674 Superior Point;2528;NSW;Australia;7
37595 Packers Terrace;3064;VIC;Australia;5
63 Bayside Center;2018;NSW;Australia;11
32 Calypso Park;2481;NSW;Australia;11
4 Ilene Street;2145;NSW;Australia;7
289 Lerdahl Terrace;2763;NSW;Australia;8
666 Holy Cross Parkway;4818;QLD;Australia;4
5 Forster Center;2075;NSW;Australia;9
2072 Fremont Parkway;3082;VIC;Australia;4
17 Dapin Avenue;3189;VIC;Australia;10
552 Talisman Circle;2250;NSW;Australia;7
75717 Bartillon Road;2880;NSW;Australia;1
0 Caliangt Pass;2530;NSW;Australia;7
848 Cascade Alley;4301;QLD;Australia;3
59231 Claremont Place;2170;NSW;Australia;9
493 Calypso Center;2170;NSW;Australia;8
25 Schlimgen Terrace;2211;NSW;Australia;9
38 Thompson Plaza;2452;NSW;Australia;5
72850 Lotheville Junction;2480;NSW;Australia;4
0 Lakeland Pass;3195;VIC;Australia;10
8188 Fuller Hill;3175;VIC;Australia;8
6815 South Junction;3198;VIC;Australia;9
46418 Hauk Pass;3184;VIC;Australia;10
3 Nancy Circle;3106;VIC;Australia;10
7916 Clyde Gallagher Place;2075;NSW;Australia;11
24913 Twin Pines Terrace;3350;VIC;Australia;5
3 Barnett Way;2763;NSW;Australia;9
928 Laurel Circle;4868;QLD;Australia;4
2 Blue Bill Park Lane;4220;QLD;Australia;8
937 Sloan Center;4118;QLD;Australia;6
66 Arrowood Court;4551;QLD;Australia;8
11 Glendale Court;4121;QLD;Australia;9
7066 Sunbrook Terrace;2299;NSW;Australia;8
210 Prairie Rose Hill;4060;QLD;Australia;9
2 Jackson Way;4210;QLD;Australia;4
3957 American Ash Plaza;2440;NSW;Australia;2
90 Nobel Way;3166;VIC;Australia;10
00 Heath Road;2259;NSW;Australia;8
970 Randy Crossing;4005;QLD;Australia;12
723 Center Court;3933;VIC;Australia;11
423 Golf Point;2044;NSW;Australia;10
415 Walton Lane;4883;QLD;Australia;3
51 Bay Junction;2081;NSW;Australia;10
16673 Pawling Point;4702;QLD;Australia;5
2875 Anhalt Court;4570;QLD;Australia;3
7561 Donald Center;3810;VIC;Australia;5
13282 Pond Circle;2471;NSW;Australia;2
1 Farwell Center;2199;NSW;Australia;9
7 New Castle Terrace;2223;NSW;Australia;10
572 Spohn Drive;3046;VIC;Australia;8
53 Hintze Circle;4005;QLD;Australia;7
72 Buell Pass;2200;NSW;Australia;9
5748 Walton Court;4114;QLD;Australia;3
692 Anniversary Junction;4207;QLD;Australia;1
5060 Donald Park;2539;NSW;Australia;5
7 Debs Park;4157;QLD;Australia;3
797 Orin Terrace;2119;NSW;Australia;10
978 Dennis Way;2233;NSW;Australia;9
4 Glendale Crossing;3148;VIC;Australia;10
64107 Little Fleur Trail;4211;QLD;Australia;3
68473 Leroy Avenue;4105;QLD;Australia;9
321 Muir Crossing;3175;VIC;Australia;5
984 Hoepker Court;3064;VIC;Australia;6
24 Green Parkway;3437;VIC;Australia;8
10 Kensington Avenue;2117;NSW;Australia;10
75848 Ohio Lane;3037;VIC;Australia;7
3 New Castle Terrace;3032;VIC;Australia;8
7 Blue Bill Park Lane;2765;NSW;Australia;9
8007 Dawn Terrace;2166;NSW;Australia;9
02555 Sloan Way;2259;NSW;Australia;8
337 Brentwood Pass;2529;NSW;Australia;8
4052 Katie Court;4300;QLD;Australia;5
3 Comanche Court;2537;NSW;Australia;4
8 Roxbury Way;3031;VIC;Australia;8
860 Banding Terrace;2029;NSW;Australia;11
5 Knutson Crossing;2114;NSW;Australia;10
9217 Bashford Parkway;2023;NSW;Australia;10
